"","run","samples","edays","egord","xseed","yseed","degord","nobjects","dev","type","k"
"386",11,33,27.6525,2.48610852957619,12.4492747564744,53.1228697493805,0.541664694280079,1,-1.94444383529611,"IXT",2.5
"387",12,35,27.6525,2.63678177379293,16.9820228673852,53.4904554282743,0.541664694280079,1,-2.09511707951285,"IXT",2.5
"388",13,44,27.6525,3.31481137276826,19.1526073780504,54.7395548722391,0.541664694280079,1,-2.77314667848818,"IXT",2.5
"389",14,29,27.6525,2.18476204114271,19.2597391600302,52.929474489486,0.541664694280079,1,-1.64309734686263,"IXT",2.5
"390",15,46,27.6525,3.46548461698499,13.2190550807816,54.8144116004795,0.541664694280079,1,-2.92381992270492,"IXT",2.5
"391",1,58,27.6525,4.36952408228543,23.5717319705613,46.8228932233258,0.541664694280079,1,-3.82785938800535,"IXT",5
"392",2,10,27.6525,0.753366221083694,13.4190264005733,33.5418365785479,0.541664694280079,1,-0.211701526803615,"IXT",5
"393",3,33,27.6525,2.48610852957619,32.4785376973225,40.7603442374472,0.541664694280079,1,-1.94444383529611,"IXT",5
"394",4,51,27.6525,3.84216772752684,19.9122867912928,43.3848724326783,0.541664694280079,1,-3.30050303324676,"IXT",5
"395",5,62,27.6525,4.67087057071891,28.9271853583253,38.3108583060002,0.541664694280079,1,-4.12920587643883,"IXT",5
"396",6,57,27.6525,4.29418746017706,30.1456439022037,37.1905893694615,0.541664694280079,1,-3.75252276589698,"IXT",5
"397",7,61,27.6525,4.59553394861054,20.7605475682933,41.1435639901709,0.541664694280079,1,-4.05386925433046,"IXT",5
"398",8,51,27.6525,3.84216772752684,26.812133086797,36.5868523535235,0.541664694280079,1,-3.30050303324676,"IXT",5
"399",9,57,27.6525,4.29418746017706,25.8875486152984,47.8860263118981,0.541664694280079,1,-3.75252276589698,"IXT",5
"400",10,14,27.6525,1.05471270951717,44.0324774172257,43.2366045590934,0.541664694280079,1,-0.513048015237093,"IXT",5
"401",11,57,27.6525,4.29418746017706,31.246663274249,36.878412345317,0.541664694280079,1,-3.75252276589698,"IXT",5
"402",12,52,27.6525,3.91750434963521,22.6906446857287,47.133991367876,0.541664694280079,1,-3.37583965535513,"IXT",5
"403",13,54,27.6525,4.06817759385195,22.0351177071647,45.0600268604734,0.541664694280079,1,-3.52651289957187,"IXT",5
"404",14,49,27.6525,3.6914944833101,19.1376710125825,44.2254849882151,0.541664694280079,1,-3.14982978903002,"IXT",5
"405",15,24,27.6525,1.80807893060087,36.2257632003577,48.8774657096778,0.541664694280079,1,-1.26641423632079,"IXT",5
"406",1,26,27.6525,1.95875217481761,23.0099059720929,23.6977967759159,0.541664694280079,1,-1.41708748053753,"IXT",10
"407",2,36,27.6525,2.7121183959013,13.4489989962057,26.8181086824475,0.541664694280079,1,-2.17045370162122,"IXT",10
"408",3,6,27.6525,0.452019732650217,32.9650649794934,10.3886446076553,0.541664694280079,1,0.0896449616298623,"IXT",10
"409",4,12,27.6525,0.904039465300433,24.3506858814182,11.9744035357623,0.541664694280079,1,-0.362374771020354,"IXT",10
"410",5,37,27.6525,2.78745501800967,10.2521681422259,30.6540632622492,0.541664694280079,1,-2.24579032372959,"IXT",10
"411",6,28,27.6525,2.10942541903434,18.1131379240245,20.5880823102129,0.541664694280079,1,-1.56776072475427,"IXT",10
"412",7,38,27.6525,2.86279164011804,17.7609409785159,19.0361373469614,0.541664694280079,1,-2.32112694583796,"IXT",10
"413",8,34,27.6525,2.56144515168456,14.2704623346198,29.6912448365424,0.541664694280079,1,-2.01978045740448,"IXT",10
"414",9,40,27.6525,3.01346488433478,14.5549469951202,25.441032460232,0.541664694280079,1,-2.4718001900547,"IXT",10
"415",10,29,27.6525,2.18476204114271,17.1091152352572,22.5374000568874,0.541664694280079,1,-1.64309734686263,"IXT",10
"416",11,20,27.6525,1.50673244216739,11.5314562890288,35.8241954987332,0.541664694280079,1,-0.96506774788731,"IXT",10
"417",12,30,27.6525,2.26009866325108,15.5148775954057,21.8691565957699,0.541664694280079,1,-1.718433968971,"IXT",10
"418",13,17,27.6525,1.28072257584228,20.2213100683675,33.5317258865472,0.541664694280079,1,-0.739057881562202,"IXT",10
"419",14,28,27.6525,2.10942541903434,17.2948905454715,32.7747144287864,0.541664694280079,1,-1.56776072475427,"IXT",10
"420",15,21,27.6525,1.58206906427576,17.5353347089127,35.9580150058531,0.541664694280079,1,-1.04040436999568,"IXT",10
"421",1,12,27.6525,0.904039465300433,34.8932168697282,16.983274763711,0.541664694280079,1,-0.362374771020354,"IXT",20
"422",2,9,27.6525,0.678029598975325,46.0451561576742,38.2340668085076,0.541664694280079,1,-0.136364904695246,"IXT",20
"423",3,12,27.6525,0.904039465300433,47.0743456367767,25.8384024027195,0.541664694280079,1,-0.362374771020354,"IXT",20
"424",4,7,27.6525,0.527356354758586,13.5309487651298,33.8329196343241,0.541664694280079,1,0.0143083395214929,"IXT",20
"425",5,8,27.6525,0.602692976866955,21.9392626683868,17.6787440892134,0.541664694280079,1,-0.0610282825868765,"IXT",20
"426",6,9,27.6525,0.678029598975325,46.5913475486992,11.8210754963114,0.541664694280079,1,-0.136364904695246,"IXT",20
"427",7,10,27.6525,0.753366221083694,53.3767744473425,16.9831363823223,0.541664694280079,1,-0.211701526803615,"IXT",20
"428",8,6,27.6525,0.452019732650217,14.1057509175384,36.8822213239027,0.541664694280079,1,0.0896449616298623,"IXT",20
"429",9,6,27.6525,0.452019732650217,23.1606614395766,52.7473014700663,0.541664694280079,1,0.0896449616298623,"IXT",20
"430",10,16,27.6525,1.20538595373391,49.4639091441192,33.8415642096237,0.541664694280079,1,-0.663721259453832,"IXT",20
"431",11,15,27.6525,1.13004933162554,41.9951427134803,26.0300769637106,0.541664694280079,1,-0.588384637345463,"IXT",20
"432",12,10,27.6525,0.753366221083694,39.2333975660441,46.4665791326724,0.541664694280079,1,-0.211701526803615,"IXT",20
"433",13,16,27.6525,1.20538595373391,39.1123710081055,23.0633243576937,0.541664694280079,1,-0.663721259453832,"IXT",20
"434",14,12,27.6525,0.904039465300433,50.2846712593132,19.9460944558311,0.541664694280079,1,-0.362374771020354,"IXT",20
"435",15,11,27.6525,0.828702843192064,34.9084656448825,30.7474343867987,0.541664694280079,1,-0.287038148911985,"IXT",20
"436",1,10,27.6525,0.753366221083694,43.80838,27.14982,0.541664694280079,1,-0.211701526803615,"IXT",100
"437",2,5,27.6525,0.376683110541847,27.28667,19.23917,0.541664694280079,1,0.164981583738232,"IXT",100
"438",3,7,27.6525,0.527356354758586,33.87792,12.51574,0.541664694280079,1,0.0143083395214929,"IXT",100
"439",4,7,27.6525,0.527356354758586,14.21406,16.01725,0.541664694280079,1,0.0143083395214929,"IXT",100
"440",5,7,27.6525,0.527356354758586,54.77181,25.59796,0.541664694280079,1,0.0143083395214929,"IXT",100
"441",6,12,27.6525,0.904039465300433,11.60307,36.36363,0.541664694280079,1,-0.362374771020354,"IXT",100
"442",7,5,27.6525,0.376683110541847,52.69693,32.50694,0.541664694280079,1,0.164981583738232,"IXT",100
"443",8,6,27.6525,0.452019732650217,50.52811,41.8128,0.541664694280079,1,0.0896449616298623,"IXT",100
"444",9,4,27.6525,0.301346488433478,37.46138,24.4109,0.541664694280079,1,0.240318205846601,"IXT",100
"445",10,6,27.6525,0.452019732650217,15.63234,26.05507,0.541664694280079,1,0.0896449616298623,"IXT",100
"446",11,7,27.6525,0.527356354758586,50.38865,30.21568,0.541664694280079,1,0.0143083395214929,"IXT",100
"447",12,6,27.6525,0.452019732650217,29.1094,37.52909,0.541664694280079,1,0.0896449616298623,"IXT",100
"448",13,5,27.6525,0.376683110541847,19.33031,49.44434,0.541664694280079,1,0.164981583738232,"IXT",100
"449",14,15,27.6525,1.13004933162554,46.33729,19.53015,0.541664694280079,1,-0.588384637345463,"IXT",100
"450",15,7,27.6525,0.527356354758586,13.9115,36.26374,0.541664694280079,1,0.0143083395214929,"IXT",100
"451",1,12,32,3.125,8.541,5.13496986143338,2.16666666666667,16,-0.958333333333333,"D",2.5
"452",2,24,32,6.25,2.581,15.7208041787501,2.16666666666667,16,-4.08333333333333,"D",2.5
"453",3,19,32,4.94791666666667,2.186,12.9803062988915,2.16666666666667,16,-2.78125,"D",2.5
"454",4,16,32,4.16666666666667,2.657,11.3073850608319,2.16666666666667,16,-2,"D",2.5
"455",5,2,32,0.520833333333333,6.851,4.4327363408641,2.16666666666667,16,1.64583333333333,"D",2.5
"456",1,8,32,2.08333333333333,8.941,13.5073505119774,2.16666666666667,16,0.083333333333333,"D",2.5
"457",2,7,32,1.82291666666667,6.282,8.51329877525615,2.16666666666667,16,0.34375,"D",2.5
"458",3,15,32,3.90625,1.648,15.9444236675748,2.16666666666667,16,-1.73958333333333,"D",2.5
"459",4,4,32,1.04166666666667,7.417,15.719286012359,2.16666666666667,16,1.125,"D",2.5
"460",5,8,32,2.08333333333333,4.721,12.075896116626,2.16666666666667,16,0.083333333333333,"D",2.5
"461",1,11,32,2.86458333333333,0.201,8.5705749753518,2.16666666666667,16,-0.697916666666667,"D",2.5
"462",2,9,32,2.34375,3.766,15.8250859748344,2.16666666666667,16,-0.177083333333333,"D",2.5
"463",3,19,32,4.94791666666667,0.446,10.3602639273279,2.16666666666667,16,-2.78125,"D",2.5
"464",4,8,32,2.08333333333333,4.445,0.0610956365247261,2.16666666666667,16,0.083333333333333,"D",2.5
"465",5,11,32,2.86458333333333,1.668,10.2911962591,2.16666666666667,16,-0.697916666666667,"D",2.5
"466",1,6,32,1.5625,0.4,1.62324373483472,2.16666666666667,16,0.604166666666667,"D",5
"467",2,11,32,2.86458333333333,5.436,6.35125375022227,2.16666666666667,16,-0.697916666666667,"D",5
"468",3,14,32,3.64583333333333,9.074,13.5580208570585,2.16666666666667,16,-1.47916666666667,"D",5
"469",4,5,32,1.30208333333333,1.336,0.788106188015547,2.16666666666667,16,0.864583333333333,"D",5
"470",5,11,32,2.86458333333333,9.15,8.14739480720647,2.16666666666667,16,-0.697916666666667,"D",5
"471",6,11,32,2.86458333333333,9.126,14.3911461807559,2.16666666666667,16,-0.697916666666667,"D",5
"472",7,10,32,2.60416666666667,9.574,4.06974344532983,2.16666666666667,16,-0.4375,"D",5
"473",8,8,32,2.08333333333333,7.986,10.9153439435298,2.16666666666667,16,0.083333333333333,"D",5
"474",9,16,32,4.16666666666667,5.382,8.55333879637811,2.16666666666667,16,-2,"D",5
"475",10,12,32,3.125,6.524,1.78567498882813,2.16666666666667,16,-0.958333333333333,"D",5
"476",11,19,32,4.94791666666667,3.31,14.5464537739875,2.16666666666667,16,-2.78125,"D",5
"477",12,8,32,2.08333333333333,2.104,15.2230949236085,2.16666666666667,16,0.083333333333333,"D",5
"478",13,6,32,1.5625,9.766,10.1184790286473,2.16666666666667,16,0.604166666666667,"D",5
"479",14,12,32,3.125,5.854,13.7868068107176,2.16666666666667,16,-0.958333333333333,"D",5
"480",15,4,32,1.04166666666667,9.588,3.61435995106632,2.16666666666667,16,1.125,"D",5
"481",1,6,32,1.5625,5.016,2.52843100974616,2.16666666666667,16,0.604166666666667,"D",10
"482",2,13,32,3.38541666666667,4.73,15.997123874445,2.16666666666667,16,-1.21875,"D",10
"483",3,5,32,1.30208333333333,8.916,11.2481917774542,2.16666666666667,16,0.864583333333333,"D",10
"484",4,4,32,1.04166666666667,8.152,1.30703401101101,2.16666666666667,16,1.125,"D",10
"485",5,10,32,2.60416666666667,6.044,8.66963656958006,2.16666666666667,16,-0.4375,"D",10
"486",6,8,32,2.08333333333333,1.47,4.49013253459754,2.16666666666667,16,0.083333333333333,"D",10
"487",7,12,32,3.125,2.976,1.26844410250243,2.16666666666667,16,-0.958333333333333,"D",10
"488",8,4,32,1.04166666666667,5.27,6.67942008051369,2.16666666666667,16,1.125,"D",10
"489",9,6,32,1.5625,7.218,11.406786231569,2.16666666666667,16,0.604166666666667,"D",10
"490",10,7,32,1.82291666666667,4.508,0.0540654697809372,2.16666666666667,16,0.34375,"D",10
"491",11,8,32,2.08333333333333,5.122,0.0144704107199799,2.16666666666667,16,0.083333333333333,"D",10
"492",12,7,32,1.82291666666667,8.496,14.9706207162356,2.16666666666667,16,0.34375,"D",10
"493",13,10,32,2.60416666666667,9.964,8.51096580987843,2.16666666666667,16,-0.4375,"D",10
"494",14,10,32,2.60416666666667,2.55,12.1324151895945,2.16666666666667,16,-0.4375,"D",10
"495",15,7,32,1.82291666666667,3.874,0.440733115724754,2.16666666666667,16,0.34375,"D",10
"496",1,8,32,2.08333333333333,4.342,4.20180114470469,2.16666666666667,16,0.083333333333333,"D",20
"497",2,6,32,1.5625,9.04,10.7724240485234,2.16666666666667,16,0.604166666666667,"D",20
"498",3,4,32,1.04166666666667,4.896,10.3691255719289,2.16666666666667,16,1.125,"D",20
"499",4,10,32,2.60416666666667,2.302,3.79171717261244,2.16666666666667,16,-0.4375,"D",20
"500",5,10,32,2.60416666666667,8.208,2.41845889326697,2.16666666666667,16,-0.4375,"D",20
"501",6,5,32,1.30208333333333,6.424,3.82004773670388,2.16666666666667,16,0.864583333333333,"D",20
"502",7,4,32,1.04166666666667,9.274,6.07654668729566,2.16666666666667,16,1.125,"D",20
"503",8,10,32,2.60416666666667,4.646,9.12260108820675,2.16666666666667,16,-0.4375,"D",20
"504",9,9,32,2.34375,3.764,9.60897358356789,2.16666666666667,16,-0.177083333333333,"D",20
"505",10,5,32,1.30208333333333,5.566,0.0367574648819868,2.16666666666667,16,0.864583333333333,"D",20
"506",11,8,32,2.08333333333333,3.466,10.8530936467699,2.16666666666667,16,0.083333333333333,"D",20
"507",12,7,32,1.82291666666667,5.228,13.061230931385,2.16666666666667,16,0.34375,"D",20
"508",13,6,32,1.5625,6.754,10.9512747340025,2.16666666666667,16,0.604166666666667,"D",20
"509",14,10,32,2.60416666666667,2.078,4.23869961774955,2.16666666666667,16,-0.4375,"D",20
"510",15,5,32,1.30208333333333,2.372,15.1783343304535,2.16666666666667,16,0.864583333333333,"D",20
"511",1,8,32,2.08333333333333,8.666,3.98174002814386,2.16666666666667,16,0.083333333333333,"D",100
"512",2,5,32,1.30208333333333,3.032,0.355252727936488,2.16666666666667,16,0.864583333333333,"D",100
"513",3,6,32,1.5625,7.122,0.860447210039012,2.16666666666667,16,0.604166666666667,"D",100
"514",4,4,32,1.04166666666667,9.1,11.4664445446809,2.16666666666667,16,1.125,"D",100
"515",5,7,32,1.82291666666667,2.948,3.90203014820628,2.16666666666667,16,0.34375,"D",100
"516",6,8,32,2.08333333333333,6.298,15.7371104722964,2.16666666666667,16,0.083333333333333,"D",100
"517",7,8,32,2.08333333333333,1.572,8.59165182093903,2.16666666666667,16,0.083333333333333,"D",100
"518",8,5,32,1.30208333333333,6.678,6.8057333441223,2.16666666666667,16,0.864583333333333,"D",100
"519",9,4,32,1.04166666666667,4.404,0.304003091482912,2.16666666666667,16,1.125,"D",100
"520",10,7,32,1.82291666666667,6.262,3.39573535301071,2.16666666666667,16,0.34375,"D",100
"521",11,7,32,1.82291666666667,7.032,0.266170919244644,2.16666666666667,16,0.34375,"D",100
"522",12,3,32,0.78125,7.028,8.27306764946599,2.16666666666667,16,1.38541666666667,"D",100
"523",13,7,32,1.82291666666667,1.588,5.62964354805928,2.16666666666667,16,0.34375,"D",100
"524",14,7,32,1.82291666666667,8.93,3.08024783084448,2.16666666666667,16,0.34375,"D",100
"525",15,9,32,2.34375,4.622,10.672490490438,2.16666666666667,16,-0.177083333333333,"D",100
"526",1,0,32,0,8.884,3.4559505856717,1.08333333333333,16,1.08333333333333,"D",2.5
"527",2,4,32,1.04166666666667,8.761,7.31202447689185,1.08333333333333,16,0.0416666666666665,"D",2.5
"528",3,5,32,1.30208333333333,2.793,13.9468746232572,1.08333333333333,16,-0.21875,"D",2.5
"529",4,0,32,0,6.37,9.03533746972727,1.08333333333333,16,1.08333333333333,"D",2.5
"530",5,5,32,1.30208333333333,2.171,8.50609179430222,1.08333333333333,16,-0.21875,"D",2.5
"531",1,0,32,0,3.379,4.96657329106284,1.08333333333333,16,1.08333333333333,"D",2.5
"532",2,3,32,0.78125,5.619,2.66003696324816,1.08333333333333,16,0.302083333333333,"D",2.5
"533",3,25,32,6.51041666666667,1.217,1.31745393086504,1.08333333333333,16,-5.42708333333333,"D",2.5
"534",4,13,32,3.38541666666667,0.686,11.1977272811467,1.08333333333333,16,-2.30208333333333,"D",2.5
"535",5,3,32,0.78125,8.737,12.8632413344579,1.08333333333333,16,0.302083333333333,"D",2.5
"536",1,3,32,0.78125,5.892,11.1993461945215,1.08333333333333,16,0.302083333333333,"D",2.5
"537",2,4,32,1.04166666666667,3.111,10.4505093356832,1.08333333333333,16,0.0416666666666665,"D",2.5
"538",3,9,32,2.34375,3.508,2.0043641976784,1.08333333333333,16,-1.26041666666667,"D",2.5
"539",4,3,32,0.78125,7.055,14.0909581633289,1.08333333333333,16,0.302083333333333,"D",2.5
"540",5,3,32,0.78125,3.75,10.5308819179893,1.08333333333333,16,0.302083333333333,"D",2.5
"541",1,4,32,1.04166666666667,6.04,2.07744797332026,1.08333333333333,16,0.0416666666666665,"D",5
"542",2,5,32,1.30208333333333,1.152,13.0832909378344,1.08333333333333,16,-0.21875,"D",5
"543",3,7,32,1.82291666666667,2.446,9.87347820210317,1.08333333333333,16,-0.739583333333333,"D",5
"544",4,4,32,1.04166666666667,7.999,6.17630091514485,1.08333333333333,16,0.0416666666666665,"D",5
"545",5,10,32,2.60416666666667,0.495,5.994774275064,1.08333333333333,16,-1.52083333333333,"D",5
"546",6,5,32,1.30208333333333,3.097,4.38283146552322,1.08333333333333,16,-0.21875,"D",5
"547",7,2,32,0.520833333333333,2.545,11.9912660170351,1.08333333333333,16,0.5625,"D",5
"548",8,5,32,1.30208333333333,8.13,11.9118943099286,1.08333333333333,16,-0.21875,"D",5
"549",9,3,32,0.78125,6.54,9.3651242646277,1.08333333333333,16,0.302083333333333,"D",5
"550",10,0,32,0,1.346,13.9268280847003,1.08333333333333,16,1.08333333333333,"D",5
"551",11,5,32,1.30208333333333,6.342,13.4323456841642,1.08333333333333,16,-0.21875,"D",5
"552",12,4,32,1.04166666666667,7.884,3.11926983752102,1.08333333333333,16,0.0416666666666665,"D",5
"553",13,2,32,0.520833333333333,1.793,5.81683983550221,1.08333333333333,16,0.5625,"D",5
"554",14,3,32,0.78125,8.401,13.8335523895924,1.08333333333333,16,0.302083333333333,"D",5
"555",15,2,32,0.520833333333333,8.362,2.50024472178239,1.08333333333333,16,0.5625,"D",5
"556",1,7,32,1.82291666666667,5.775,12.2078699736861,1.08333333333333,16,-0.739583333333333,"D",10
"557",2,7,32,1.82291666666667,7.561,7.01229723276384,1.08333333333333,16,-0.739583333333333,"D",10
"558",3,5,32,1.30208333333333,7.609,14.5882957654661,1.08333333333333,16,-0.21875,"D",10
"559",4,4,32,1.04166666666667,2.514,11.3073869714984,1.08333333333333,16,0.0416666666666665,"D",10
"560",5,6,32,1.5625,3.079,13.3789406986446,1.08333333333333,16,-0.479166666666667,"D",10
"561",6,7,32,1.82291666666667,4.172,2.93509181665769,1.08333333333333,16,-0.739583333333333,"D",10
"562",7,0,32,0,0.586,3.41963300820254,1.08333333333333,16,1.08333333333333,"D",10
"563",8,5,32,1.30208333333333,5.069,10.690594607627,1.08333333333333,16,-0.21875,"D",10
"564",9,4,32,1.04166666666667,6.608,12.7516067943773,1.08333333333333,16,0.0416666666666665,"D",10
"565",10,3,32,0.78125,0.408,7.47315192235448,1.08333333333333,16,0.302083333333333,"D",10
"566",11,3,32,0.78125,7.627,4.799222994084,1.08333333333333,16,0.302083333333333,"D",10
"567",12,3,32,0.78125,8.297,3.88730314724427,1.08333333333333,16,0.302083333333333,"D",10
"568",13,2,32,0.520833333333333,3.37,3.62755426457198,1.08333333333333,16,0.5625,"D",10
"569",14,3,32,0.78125,5.052,13.544498919114,1.08333333333333,16,0.302083333333333,"D",10
"570",15,4,32,1.04166666666667,3.369,11.3122904151217,1.08333333333333,16,0.0416666666666665,"D",10
"571",1,2,32,0.520833333333333,5.676,10.7431619418324,1.08333333333333,16,0.5625,"D",20
"572",2,3,32,0.78125,8.37,16.1086220837436,1.08333333333333,16,0.302083333333333,"D",20
"573",3,3,32,0.78125,2.326,4.710821008089,1.08333333333333,16,0.302083333333333,"D",20
"574",4,6,32,1.5625,8.205,6.05086146174045,1.08333333333333,16,-0.479166666666667,"D",20
"575",5,10,32,2.60416666666667,6.512,13.6341679493901,1.08333333333333,16,-1.52083333333333,"D",20
"576",1,6,32,1.5625,1.05,13.7084830417419,1.08333333333333,16,-0.479166666666667,"D",20
"577",2,3,32,0.78125,5.906,0.135430062551052,1.08333333333333,16,0.302083333333333,"D",20
"578",3,2,32,0.520833333333333,0.971,6.92608547211904,1.08333333333333,16,0.5625,"D",20
"579",4,5,32,1.30208333333333,7.454,5.43271266466519,1.08333333333333,16,-0.21875,"D",20
"580",5,7,32,1.82291666666667,2.652,14.71964229208,1.08333333333333,16,-0.739583333333333,"D",20
"581",1,5,32,1.30208333333333,3.66,9.20899208828388,1.08333333333333,16,-0.21875,"D",20
"582",2,4,32,1.04166666666667,2.235,2.16644170596311,1.08333333333333,16,0.0416666666666665,"D",20
"583",3,3,32,0.78125,1.773,8.59897555685649,1.08333333333333,16,0.302083333333333,"D",20
"584",4,4,32,1.04166666666667,8.601,6.80910402083583,1.08333333333333,16,0.0416666666666665,"D",20
"585",5,4,32,1.04166666666667,7.555,1.27972770413663,1.08333333333333,16,0.0416666666666665,"D",20
"586",1,4,32,1.04166666666667,4.666,14.4744077664339,1.08333333333333,16,0.0416666666666665,"D",100
"587",2,5,32,1.30208333333333,6.099,8.33334886633139,1.08333333333333,16,-0.21875,"D",100
"588",3,7,32,1.82291666666667,2.765,6.44219547732547,1.08333333333333,16,-0.739583333333333,"D",100
"589",4,2,32,0.520833333333333,1.379,6.15651442775317,1.08333333333333,16,0.5625,"D",100
"590",5,8,32,2.08333333333333,2.433,15.3455776149761,1.08333333333333,16,-1,"D",100
"591",1,6,32,1.5625,5.746,13.9176960978196,1.08333333333333,16,-0.479166666666667,"D",100
"592",2,5,32,1.30208333333333,6.913,9.80472649757331,1.08333333333333,16,-0.21875,"D",100
"593",3,5,32,1.30208333333333,5.969,12.1219476733361,1.08333333333333,16,-0.21875,"D",100
"594",4,7,32,1.82291666666667,4.018,3.35206680222228,1.08333333333333,16,-0.739583333333333,"D",100
"595",5,2,32,0.520833333333333,2.339,7.03359344556276,1.08333333333333,16,0.5625,"D",100
"596",1,4,32,1.04166666666667,1.957,14.2680719848843,1.08333333333333,16,0.0416666666666665,"D",100
"597",2,3,32,0.78125,3.81,5.20144682861911,1.08333333333333,16,0.302083333333333,"D",100
"598",3,3,32,0.78125,3.713,2.5260538039268,1.08333333333333,16,0.302083333333333,"D",100
"599",4,6,32,1.5625,5.662,12.4873138625529,1.08333333333333,16,-0.479166666666667,"D",100
"600",5,5,32,1.30208333333333,8.117,9.89956078574806,1.08333333333333,16,-0.21875,"D",100
"601",1,11,32,2.86458333333333,1.539,16.1392355688852,0.541664694280079,16,-2.32291863905325,"D",2.5
"602",2,0,32,0,7.024,8.47252660944406,0.541664694280079,16,0.541664694280079,"D",2.5
"603",3,4,32,1.04166666666667,0.397,4.3751135042524,0.541664694280079,16,-0.500001972386588,"D",2.5
"604",4,7,32,1.82291666666667,1.034,11.7289121922343,0.541664694280079,16,-1.28125197238659,"D",2.5
"605",5,5,32,1.30208333333333,3.644,14.3800077481549,0.541664694280079,16,-0.760418639053254,"D",2.5
"606",1,5,32,1.30208333333333,3.958,11.5644550112896,0.541664694280079,16,-0.760418639053254,"D",2.5
"607",2,3,32,0.78125,3.918,10.7969122169428,0.541664694280079,16,-0.239585305719921,"D",2.5
"608",3,3,32,0.78125,4.708,14.6678885045233,0.541664694280079,16,-0.239585305719921,"D",2.5
"609",4,0,32,0,8.441,15.6024944926733,0.541664694280079,16,0.541664694280079,"D",2.5
"610",5,2,32,0.520833333333333,2.103,6.99560338038765,0.541664694280079,16,0.0208313609467455,"D",2.5
"611",1,5,32,1.30208333333333,3.868,14.3934629035769,0.541664694280079,16,-0.760418639053254,"D",2.5
"612",2,0,32,0,6.125,7.09873688105773,0.541664694280079,16,0.541664694280079,"D",2.5
"613",3,0,32,0,7.501,3.91720141884917,0.541664694280079,16,0.541664694280079,"D",2.5
"614",4,4,32,1.04166666666667,3.452,1.9389465796533,0.541664694280079,16,-0.500001972386588,"D",2.5
"615",5,8,32,2.08333333333333,2.099,11.1577184436149,0.541664694280079,16,-1.54166863905325,"D",2.5
"616",1,4,32,1.04166666666667,3.838,9.49422541005816,0.541664694280079,16,-0.500001972386588,"D",5
"617",2,4,32,1.04166666666667,6.908,15.0259974263147,0.541664694280079,16,-0.500001972386588,"D",5
"618",3,2,32,0.520833333333333,7.255,15.2910999661665,0.541664694280079,16,0.0208313609467455,"D",5
"619",4,2,32,0.520833333333333,2.686,0.0112091981694106,0.541664694280079,16,0.0208313609467455,"D",5
"620",5,2,32,0.520833333333333,1.708,12.0643060932755,0.541664694280079,16,0.0208313609467455,"D",5
"621",1,0,32,0,5.805,15.3118747524107,0.541664694280079,16,0.541664694280079,"D",5
"622",2,3,32,0.78125,6.602,15.4263211011542,0.541664694280079,16,-0.239585305719921,"D",5
"623",3,5,32,1.30208333333333,6.143,4.18375911471713,0.541664694280079,16,-0.760418639053254,"D",5
"624",4,2,32,0.520833333333333,6.446,7.94689731487352,0.541664694280079,16,0.0208313609467455,"D",5
"625",5,2,32,0.520833333333333,8.183,15.1677894378784,0.541664694280079,16,0.0208313609467455,"D",5
"626",1,2,32,0.520833333333333,8.493,1.4878671396994,0.541664694280079,16,0.0208313609467455,"D",5
"627",2,5,32,1.30208333333333,7.967,4.83304078418342,0.541664694280079,16,-0.760418639053254,"D",5
"628",3,3,32,0.78125,1.419,1.80301113160141,0.541664694280079,16,-0.239585305719921,"D",5
"629",4,0,32,0,0.739,3.75225792977773,0.541664694280079,16,0.541664694280079,"D",5
"630",5,5,32,1.30208333333333,7.75,6.6992879206785,0.541664694280079,16,-0.760418639053254,"D",5
"631",1,4,32,1.04166666666667,4.238,6.15272125917301,0.541664694280079,16,-0.500001972386588,"D",10
"632",2,0,32,0,0.899,2.88038326096768,0.541664694280079,16,0.541664694280079,"D",10
"633",3,0,32,0,7.605,7.66512913240632,0.541664694280079,16,0.541664694280079,"D",10
"634",4,4,32,1.04166666666667,7.899,13.6636625558143,0.541664694280079,16,-0.500001972386588,"D",10
"635",5,3,32,0.78125,1.562,11.7592890801146,0.541664694280079,16,-0.239585305719921,"D",10
"636",1,3,32,0.78125,6.911,12.6748924270626,0.541664694280079,16,-0.239585305719921,"D",10
"637",2,3,32,0.78125,6.24,0.814601225906983,0.541664694280079,16,-0.239585305719921,"D",10
"638",3,0,32,0,5.934,12.3780220265738,0.541664694280079,16,0.541664694280079,"D",10
"639",4,3,32,0.78125,2.883,6.54931973218964,0.541664694280079,16,-0.239585305719921,"D",10
"640",5,3,32,0.78125,0.293,7.98330148526048,0.541664694280079,16,-0.239585305719921,"D",10
"641",1,3,32,0.78125,3.667,13.5584369926485,0.541664694280079,16,-0.239585305719921,"D",10
"642",2,0,32,0,1.205,14.1145034764898,0.541664694280079,16,0.541664694280079,"D",10
"643",3,2,32,0.520833333333333,3.531,10.0597766125114,0.541664694280079,16,0.0208313609467455,"D",10
"644",4,3,32,0.78125,1.156,14.3118282636399,0.541664694280079,16,-0.239585305719921,"D",10
"645",5,3,32,0.78125,5.763,8.30449721241649,0.541664694280079,16,-0.239585305719921,"D",10
"646",1,5,32,1.30208333333333,2.172,15.674786874047,0.541664694280079,16,-0.760418639053254,"D",20
"647",2,2,32,0.520833333333333,4.024,10.8498740526969,0.541664694280079,16,0.0208313609467455,"D",20
